source_lead_key,twenty_record_id,rank,priority,diversified_review_rank,fit_score,score_confidence,why_it_fits
discovered:7423cfeb-cbfc-4e1f-b4a2-79b34241c4a9,a31e98bb-902e-415b-a5b7-1a8967ea0d54,920,NURTURE,,43.1,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:4fc718ad-e378-401b-8e49-2a1a2c6220de,63c844c8-8eb1-4210-83d4-74166add12dd,921,NURTURE,,43.1,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:c03f9da1-a40a-41e0-8e79-60befcf69e0c,284e4b84-95ff-45cc-bbff-8540467ab23e,922,NURTURE,,43.1,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:79648536-c907-4735-b554-982846f6f8cd,83c1e59e-b4ea-4c7a-a84c-192f9e05128a,923,NURTURE,,43.1,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:b625d8c3-7e45-4938-b5ba-36538957a69b,a6b324db-34c0-4b24-a758-336286f59b07,924,NURTURE,,43.1,LOW,"Closest client patterns: Mechanical and HVAC services, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:48c9614b-641f-47de-8adb-adaa80d54ee2,5c6d9c72-1556-444b-8f7f-3d295ca8baa2,925,NURTURE,,43.0,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: license evidence, verified own site."
discovered:6c6344a6-fadc-47bf-ac3b-d033d3e5ab60,4b5664a7-44b3-4ac1-ac0b-6760b761b855,926,NURTURE,,43.0,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:282df7b1-8433-4b92-9189-5b9588be04b5,5de113c9-0755-407a-b13e-0a2b82292d0a,927,NURTURE,,43.0,LOW,"Closest client patterns: Behavioral health and counseling, Healthcare providers. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:95ecdc6a-8a92-445b-afbc-a1a0b255d1bc,12fb7d61-3fbd-4b1c-8427-0f74b33e7f0f,928,NURTURE,,43.0,MEDIUM,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:15b88588-a037-4ec9-b537-435f389409e5,e8593698-031a-4623-a353-0f3a5652a3bd,929,NURTURE,,43.0,LOW,"Closest client patterns: Industrial services, Municipal public works. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:e67b9bc7-c1ee-4533-affa-0256f804783b,cb5aa410-a242-4b95-899a-b690b2c7e7b2,930,NURTURE,,42.9,LOW,"Closest client patterns: Industrial services, IT and technical services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: license evidence, verified own site."
discovered:f20cdab7-e973-4b71-9efd-e5b7b6e73ee2,0a21f20c-dda2-4d1b-a49e-2eba1e76edcc,931,NURTURE,,42.9,MEDIUM,"Closest client patterns: Home repair and trades, Consumer services. Need signals: appointment scheduling, customer support, lead capture. Verification: verified own site."
discovered:4e5e9d57-00a6-4a30-aa6d-1136806a6011,a3e51bcd-23de-4d7b-b538-dba94dbca4b7,932,NURTURE,,42.9,MEDIUM,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:50903599-3a1d-4ad7-9f82-8ebe75817e1d,c03a8953-be83-4f99-8757-edd18e70abe5,933,NURTURE,,42.9,MEDIUM,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:26aa1a8c-a23b-435d-bd38-35fa42487a40,5ca337fd-dcb8-43b2-b552-a0c149bc4955,934,NURTURE,,42.8,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:2106a04d-56e7-4229-9578-866d022d6c1b,de8dbfef-6fe5-49bd-80ae-d5dc95cfd690,935,NURTURE,,42.8,LOW,"Closest client patterns: Industrial services, Mechanical and HVAC services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:88128586-3b9f-47ae-abe3-98301130d866,7656593d-6d08-4043-8506-2c57f0d07ba9,936,NURTURE,,42.8,MEDIUM,"Closest client patterns: Alarm and security services, Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:13d053dc-4b35-4ad5-abf3-dff8bade5cb8,d259c002-ef81-4884-9712-b9295d9921e9,937,NURTURE,,42.7,LOW,"Closest client patterns: Healthcare providers, Consumer services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: license evidence, verified own site."
discovered:8aab8ba6-8a2e-43b5-985c-d641ff215c9e,8b52ff48-01a9-4093-b794-d5f5ebe4f44b,938,NURTURE,,42.7,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:4512d9f2-1b79-42a7-9fba-9cfeb24867d5,aa7f9a0e-ec65-4ebe-8bd8-e5af427e4285,939,NURTURE,,42.7,LOW,"Closest client patterns: IT and technical services, Alarm and security services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:9b38bc0b-4113-42a3-b3c9-22cb98ca0330,e3c66f6e-dd70-4822-b7f8-bb3d35e1b34a,940,NURTURE,,42.7,MEDIUM,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:1cb80da5-ab82-465d-b2e3-527341a55423,7b8566ee-39d3-44ce-95c9-67faf0ad170c,941,NURTURE,,42.7,LOW,"Closest client patterns: Industrial services, Legal services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:a79ec294-c76f-4cc5-af09-6d3d77b657cb,5be5b72c-6c79-4cd1-a461-86f74d3ef56d,942,NURTURE,,42.6,MEDIUM,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:b637b176-c2b6-41b3-baa0-de4d05ade510,1057b135-477b-47e6-b5af-e2604d4c3c3a,943,NURTURE,,42.6,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:012beabe-07f9-437e-97a9-d9d31f8f024d,6ed03c3e-bd4c-4732-b5b6-f7f480378f62,944,NURTURE,,42.6,LOW,"Closest client patterns: Mechanical and HVAC services, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:ab0c13f7-db23-4cdc-9bea-9f42d75bd49d,2b071d89-5f11-44ac-a9b7-13ef350a5845,945,NURTURE,,42.6,MEDIUM,"Closest client patterns: Home repair and trades, Industrial services. Need signals: appointment scheduling, customer support, lead capture. Verification: verified own site."
discovered:23619bf9-490a-47f7-8040-74d2836317fc,f8ab4c4a-dca7-4ea5-b736-a43ae0856f0e,946,NURTURE,,42.5,MEDIUM,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: license evidence, verified own site."
discovered:d6693e63-aa11-4b3e-b774-d24a9c23d4e8,2663134d-c066-47bf-9b6e-9a43ea561482,947,NURTURE,,42.5,LOW,"Closest client patterns: Industrial services, IT and technical services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: license evidence, verified own site."
discovered:f4435791-6788-4824-b44f-56261226c634,b1394fbd-eab5-41ad-998d-2f6c9811831d,948,NURTURE,,42.5,LOW,"Closest client patterns: Mechanical and HVAC services, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:9be15a64-3a92-42f2-844d-5022edd397ae,829d5151-a407-4b51-b3e2-8242dc950e37,949,NURTURE,,42.5,MEDIUM,"Closest client patterns: Healthcare providers, Consumer services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:132548da-2c6c-4145-a4be-a1fde7370d68,988c6cf4-64bb-4e2c-bae0-02f14c30779d,950,NURTURE,,42.5,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:a17a67a2-469e-4374-85ca-6840c8f911b7,70ff95c9-fcc8-4b56-882a-6e2fb9961311,951,NURTURE,,42.4,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:0f46f611-dce2-43e1-9ee5-7c811e25b3a7,4dbcba7f-1fd4-4c96-9a76-d1ea3ae736fa,952,NURTURE,,42.4,LOW,"Closest client patterns: Fundraising and pledge services, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:b44dac4f-c9c5-4b4f-9605-02f046889af6,3b8f9a25-44f7-420e-87ce-33aacd3ed3d7,953,NURTURE,,42.4,LOW,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:823751a3-d1b7-422c-82fe-b726e0e9e5bd,3f9046c4-4fa5-45c7-8ddc-2163e134f57c,954,NURTURE,,42.4,LOW,"Closest client patterns: Industrial services, Elevator services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:16f0fd74-ec02-46d7-830b-72d0edd0b618,17d8f9f2-e993-4a1e-a631-adc1387d21f3,955,NURTURE,,42.4,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:730cb507-09db-44ad-98f2-85470d5378d4,446e6ac5-c807-4d3f-90d2-2075028504a4,956,NURTURE,,42.4,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:5fc93ac5-ace0-40f1-8a61-1c53d0d9c0df,11af8232-1cfc-4aac-8a6b-31e5a91838e6,957,NURTURE,,42.4,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:1dd7eaa4-9823-4c83-860e-7aebd79c5436,b522d694-0625-474c-926a-ffa36a67966d,958,NURTURE,,42.4,MEDIUM,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:5d82c81b-a0b8-4233-b85e-e3d6bcf2b437,1cd2e2d0-f0ac-4096-b7e9-c325a84fb8cf,959,NURTURE,,42.4,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:df04c469-af48-44cc-beb7-35daddb52ebd,5956ccf0-ac41-403d-a294-0147333f3566,960,NURTURE,,42.3,LOW,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:292835ed-c00e-4e43-ac31-d59638d48b38,7ada9cfa-7f89-49e2-9148-de9671f7f904,961,NURTURE,,42.3,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:24dd9793-edb2-4303-aebe-afad2c7d3941,c9b6e0d2-0bcf-4547-ba61-c5877c3d4604,962,NURTURE,,42.3,MEDIUM,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:bf417be7-533d-4edb-95c9-1e3cfd3180be,440ad358-48d0-4ec0-887a-919f732add40,963,NURTURE,,42.3,MEDIUM,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:cb2a35ce-ba64-444d-9a06-d617df868c26,f4ca2159-16bb-4f55-a553-2ff996fac880,964,NURTURE,,42.2,MEDIUM,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: license evidence, verified own site."
discovered:d6d79b2b-72f5-49ae-8a2d-9fa18d7e8bcc,6505d2dc-69cb-49fc-8254-ac8bccb049f5,965,NURTURE,,42.2,MEDIUM,"Closest client patterns: Property management and real estate. Need signals: after hours coverage, customer support, emergency dispatch. Verification: license evidence, verified own site."
discovered:5cbd90d8-11a6-4b65-887e-01f7e95837dd,45082b2e-1808-4468-a90f-f4af4ec4f6b7,966,NURTURE,,42.2,LOW,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:2487af43-319d-4249-9f55-38b98e831131,085732a6-7697-4e88-ac08-f7929dba18af,967,NURTURE,,42.2,MEDIUM,"Closest client patterns: Behavioral health and counseling, Funeral services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:8a61fa34-be8c-4c32-96b8-b898b739f8b6,4ef93619-3a1d-499d-affd-4017b9325e57,968,NURTURE,,42.2,MEDIUM,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:5cff8a5d-b0a8-49bc-becf-a2f85f70d129,dc4716e0-514f-4533-89d1-f466f42576b6,969,NURTURE,,42.1,LOW,"Closest client patterns: Alarm and security services, Consumer services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:84c698be-a0f0-4d06-b8a7-f3ae3dc706fa,f2b03e3e-7d09-4a45-916c-067fc8def430,970,NURTURE,,42.1,LOW,"Closest client patterns: Alarm and security services, Consumer services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:61484195-a477-4e10-a05e-3a7c8e7b47c4,a8d0d186-9839-4a83-9738-0e34b4c5cf34,971,NURTURE,,42.1,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:9c37171e-951e-4348-8927-33d31f026b9f,dfdd0c29-577f-4013-a9b4-aa01861613ba,972,NURTURE,,42.1,MEDIUM,"Closest client patterns: Religious organizations, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, bilingual demand. Verification: verified own site."
